#  aims_uuid : D22AE5DF-1E78-486A-A5C9-0195B923D788                                
# spin_up angular momentum projected density of states for species Fe as calculated by FHI-aims 
# The energy reference for this output is the vacuum level =       0.000000 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3
      -11.32500000        1.53890028        0.04412235        0.12585860        1.34557639        0.02334293
      -11.32000000        1.53002904        0.04392481        0.12630839        1.33647258        0.02332326
      -11.31500000        1.50367709        0.04367983        0.12535236        1.31155169        0.02309320
      -11.31000000        1.46586062        0.04348652        0.12352372        1.27611069        0.02273969
      -11.30500000        1.44597021        0.04324491        0.12360450        1.25649596        0.02262485
      -11.30000000        1.47198750        0.04442326        0.12834809        1.27599912        0.02321702
      -11.29500000        1.53294971        0.04585010        0.13592156        1.32698918        0.02418888
      -11.29000000        1.65787419        0.04860248        0.14982601        1.43337660        0.02606911
      -11.28500000        1.76582030        0.04942749        0.16090407        1.52801854        0.02747021
      -11.28000000        1.82971089        0.04976433        0.16884882        1.58252108        0.02857665
      -11.27500000        1.83357576        0.04968075        0.17280882        1.58222036        0.02886583
      -11.27000000        1.75593058        0.04792829        0.16706460        1.51337242        0.02756528
      -11.26500000        1.71752988        0.04687217        0.16435510        1.47943409        0.02686852
      -11.26000000        1.68052589        0.04598297        0.16169316        1.44660256        0.02624721
      -11.25500000        1.63559650        0.04495308        0.15804989        1.40705542        0.02553812
      -11.25000000        1.59340027        0.04404365        0.15452054        1.36995830        0.02487778
      -11.24500000        1.55939039        0.04333300        0.15165280        1.34005943        0.02434516
      -11.24000000        1.53464134        0.04279720        0.14964529        1.31823542        0.02396343
      -11.23500000        1.52341431        0.04241421        0.14877641        1.30843830        0.02378539
      -11.23000000        1.52453234        0.04217210        0.14898135        1.30957942        0.02379947
      -11.22500000        1.53099628        0.04205903        0.14973997        1.31527180        0.02392548
      -11.22000000        1.54528480        0.04232611        0.15143417        1.32726449        0.02426004
      -11.21500000        1.54910225        0.04239973        0.15211053        1.33016698        0.02442500
      -11.21000000        1.59969825        0.04375681        0.15839681        1.37219728        0.02534735
      -11.20500000        1.59979008        0.04325080        0.15637872        1.37491687        0.02524369
      -11.20000000        1.55248596        0.04180150        0.15100517        1.33519718        0.02448211
      -11.19500000        1.49762396        0.04010548        0.14518681        1.28872096        0.02361071
      -11.19000000        1.46636944        0.03891215        0.14136896        1.26302048        0.02306785
      -11.18500000        1.45560966        0.03812993        0.13927937        1.25542921        0.02277116
      -11.18000000        1.45032364        0.03739620        0.13738614        1.25307084        0.02247045
      -11.17500000        1.44826702        0.03674648        0.13584307        1.25346343        0.02221405
      -11.17000000        1.44788511        0.03610890        0.13449769        1.25529674        0.02198178
      -11.16500000        1.44857943        0.03542865        0.13321723        1.25818323        0.02175033
      -11.16000000        1.45045527        0.03465972        0.13190706        1.26238616        0.02150233
      -11.15500000        1.45429476        0.03385456        0.13060832        1.26857932        0.02125256
      -11.15000000        1.46048801        0.03302514        0.12922024        1.27724627        0.02099636
      -11.14500000        1.50234418        0.03315525        0.13045671        1.31755875        0.02117347
      -11.14000000        1.52470711        0.03226536        0.13040436        1.34104229        0.02099510
      -11.13500000        1.47585767        0.02936465        0.12510981        1.30142458        0.01995862
      -11.13000000        1.44388777        0.02774549        0.12119081        1.27565234        0.01929914
      -11.12500000        1.41682349        0.02641997        0.11744178        1.25426737        0.01869437
      -11.12000000        1.42395762        0.02573919        0.11661171        1.26290237        0.01870435
      -11.11500000        1.36511045        0.02379596        0.11055105        1.21304128        0.01772215
      -11.11000000        1.27323240        0.02142469        0.10197936        1.13357599        0.01625237
      -11.10500000        1.15501270        0.01920252        0.09188727        1.02919184        0.01473108
      -11.10000000        1.03286865        0.01834945        0.08508069        0.91551613        0.01392237
      -11.09500000        1.00954866        0.01815794        0.08366201        0.89384805        0.01388065
      -11.09000000        1.01118093        0.01834872        0.08368217        0.89499487        0.01415518
      -11.08500000        1.02937731        0.01884131        0.08453045        0.91136557        0.01463997
      -11.08000000        1.08780342        0.02008880        0.08776217        0.96437498        0.01557748
      -11.07500000        1.17341132        0.02206620        0.09246907        1.04193448        0.01694157
      -11.07000000        1.25345762        0.02469948        0.09777058        1.11267652        0.01831104
      -11.06500000        1.36820083        0.02798507        0.10621878        1.21390535        0.02009163
      -11.06000000        1.44045206        0.02957127        0.11203299        1.27772133        0.02112646
      -11.05500000        1.56916856        0.03292079        0.12220992        1.39099360        0.02304425
      -11.05000000        1.72108593        0.03673532        0.13463584        1.52443405        0.02528073
      -11.04500000        1.90428150        0.04101685        0.14979100        1.68560142        0.02787223
      -11.04000000        2.15408384        0.04664530        0.17200419        1.90412928        0.03130507
      -11.03500000        2.32058282        0.05098384        0.18671566        2.04892009        0.03396322
      -11.03000000        2.34181670        0.05215788        0.18503411        2.07005594        0.03456878
      -11.02500000        2.35485570        0.05280203        0.18350211        2.08365373        0.03489783
      -11.02000000        2.21904397        0.04979907        0.17178326        1.96422402        0.03323762
      -11.01500000        2.12364875        0.04776864        0.16339930        1.88035513        0.03212569
      -11.01000000        2.05730066        0.04626793        0.15782805        1.82190971        0.03129496
      -11.00500000        1.99861292        0.04472906        0.15257710        1.77101415        0.03029262
      -11.00000000        1.97041378        0.04400200        0.14952270        1.74705528        0.02983380
      -10.99500000        1.97552260        0.04431564        0.14823916        1.75303828        0.02992952
      -10.99000000        1.95711072        0.04393787        0.14692534        1.73651278        0.02973472
      -10.98500000        1.94681401        0.04360298        0.14610673        1.72750805        0.02959625
      -10.98000000        1.94514839        0.04334994        0.14570835        1.72655077        0.02953933
      -10.97500000        1.93389353        0.04290347        0.14519556        1.71637014        0.02942436
      -10.97000000        1.89383293        0.04205080        0.14387149        1.67886677        0.02904387
      -10.96500000        1.83623413        0.04095637        0.14194021        1.62492055        0.02841700
      -10.96000000        1.77719708        0.03993604        0.14075516        1.56876099        0.02774490
      -10.95500000        1.75117613        0.03958836        0.14223641        1.54185623        0.02749512
      -10.95000000        1.71332499        0.03867731        0.14187579        1.50574270        0.02702919
      -10.94500000        1.69122868        0.03816485        0.14091632        1.48539543        0.02675208
      -10.94000000        1.65456464        0.03667864        0.13915186        1.45266829        0.02606585
      -10.93500000        1.63732213        0.03564120        0.13777929        1.43831539        0.02558625
      -10.93000000        1.62449144        0.03442773        0.13599209        1.42898665        0.02508497
      -10.92500000        1.60053170        0.03298587        0.13336359        1.40972556        0.02445668
      -10.92000000        1.56057562        0.03123818        0.12991529        1.37573533        0.02368682
      -10.91500000        1.51881285        0.02899086        0.12652401        1.34043289        0.02286508
      -10.91000000        1.48012044        0.02698571        0.12387650        1.30711848        0.02213974
      -10.90500000        1.42971952        0.02523162        0.12103299        1.26213387        0.02132103
      -10.90000000        1.34045859        0.02298945        0.11428289        1.18324502        0.01994124
      -10.89500000        1.24829721        0.02049237        0.10329470        1.10626234        0.01824779
      -10.89000000        1.21648521        0.01924242        0.09697798        1.08286002        0.01740480
      -10.88500000        1.19529682        0.01846245        0.09198523        1.06803514        0.01681400
      -10.88000000        1.15222276        0.01768146        0.08596100        1.03257897        0.01600134
      -10.87500000        1.12491788        0.01724008        0.08080643        1.01148797        0.01538341
      -10.87000000        1.11756449        0.01728228        0.07720460        1.00801799        0.01505962
      -10.86500000        1.17268951        0.01874355        0.07720024        1.06118958        0.01555615
      -10.86000000        1.23975329        0.02058918        0.07885026        1.12396864        0.01634521
      -10.85500000        1.26461856        0.02174520        0.07904676        1.14712054        0.01670605
      -10.85000000        1.27015962        0.02239232        0.07790294        1.15322319        0.01664116
      -10.84500000        1.28531069        0.02341119        0.07769388        1.16744313        0.01676250
      -10.84000000        1.34040976        0.02530259        0.07986692        1.21773400        0.01750626
      -10.83500000        1.44367080        0.02832711        0.08409610        1.31233221        0.01891538
      -10.83000000        1.57692016        0.03195272        0.09022345        1.43385409        0.02088991
      -10.82500000        1.71278733        0.03577130        0.09694814        1.55700509        0.02306281
      -10.82000000        1.80398010        0.03864282        0.10111181        1.63979072        0.02443474
      -10.81500000        1.88664990        0.04134277        0.10477264        1.71489935        0.02563513
      -10.81000000        1.96886169        0.04399443        0.10829497        1.78978303        0.02678927
      -10.80500000        2.05338397        0.04668577        0.11214782        1.86654042        0.02800996
      -10.80000000        2.12533943        0.04919159        0.11547478        1.93158115        0.02909191
      -10.79500000        2.20392543        0.05201156        0.11904785        2.00264148        0.03022453
      -10.79000000        2.30779411        0.05609548        0.12534614        2.09432078        0.03203172
      -10.78500000        2.48053622        0.06036645        0.12679491        2.26070707        0.03266780
      -10.78000000        2.49482157        0.06179490        0.12552432        2.27525535        0.03224699
      -10.77500000        2.51781733        0.06343624        0.12210628        2.30066857        0.03160624
      -10.77000000        2.50383705        0.06360720        0.11673636        2.29267254        0.03082095
      -10.76500000        2.52498695        0.06535693        0.11671412        2.31201378        0.03090213
      -10.76000000        2.52485302        0.06710785        0.11338189        2.31415210        0.03021119
      -10.75500000        2.56216047        0.06979164        0.11151145        2.35072963        0.03012775
      -10.75000000        2.60795947        0.07278231        0.11111465        2.39353182        0.03053070
      -10.74500000        2.54606029        0.07202141        0.10876720        2.33545037        0.02982131
      -10.74000000        2.47115450        0.07071674        0.10658026        2.26465516        0.02920234
      -10.73500000        2.40981368        0.06974793        0.10448628        2.20688572        0.02869375
      -10.73000000        2.31944891        0.06792142        0.10130155        2.12237257        0.02785336
      -10.72500000        2.19171988        0.06503782        0.09690260        2.00319254        0.02658693
      -10.72000000        2.08701727        0.06267582        0.09242204        1.90662701        0.02529240
      -10.71500000        1.97800237        0.06035671        0.08807212        1.80549970        0.02407384
      -10.71000000        1.87640386        0.05844825        0.08444866        1.71034107        0.02316588
      -10.70500000        1.77607303        0.05677810        0.08133907        1.61541489        0.02254097
      -10.70000000        1.71212229        0.05609374        0.08019532        1.55332499        0.02250824
      -10.69500000        1.71363815        0.05655176        0.08161168        1.55242654        0.02304817
      -10.69000000        1.93969153        0.06195224        0.09205524        1.76041531        0.02526874
      -10.68500000        1.92142508        0.06454095        0.08651251        1.74607415        0.02429748
      -10.68000000        1.72022085        0.05860757        0.07493717        1.56458569        0.02209041
      -10.67500000        1.51832964        0.04959527        0.06698584        1.38125182        0.02049671
      -10.67000000        1.35956158        0.04210148        0.06146308        1.23660644        0.01939058
      -10.66500000        1.24310743        0.03622503        0.05855098        1.12953891        0.01879251
      -10.66000000        1.10248530        0.02941519        0.05715736        0.99757629        0.01833645
      -10.65500000        0.98633136        0.02409007        0.05643645        0.88782096        0.01798388
      -10.65000000        1.00942824        0.02436471        0.05731996        0.90947298        0.01827060
      -10.64500000        1.03818272        0.02476206        0.05820386        0.93665930        0.01855750
      -10.64000000        1.06901720        0.02534008        0.05946903        0.96521857        0.01898952
      -10.63500000        1.09721613        0.02595954        0.06060413        0.99121079        0.01944168
      -10.63000000        1.06726387        0.02475159        0.05855528        0.96534970        0.01860729
      -10.62500000        1.03795308        0.02354603        0.05664092        0.93990775        0.01785839
      -10.62000000        1.01445146        0.02245102        0.05514760        0.91958207        0.01727076
      -10.61500000        0.98822817        0.02125490        0.05369910        0.89660244        0.01667173
      -10.61000000        0.98361149        0.02078441        0.05366423        0.89256775        0.01659510
      -10.60500000        0.98547375        0.02064044        0.05408906        0.89404251        0.01670174
      -10.60000000        0.98483617        0.02050379        0.05442287        0.89314195        0.01676756
      -10.59500000        0.99128880        0.02046905        0.05500559        0.89890189        0.01691227
      -10.59000000        1.00223580        0.02049267        0.05581193        0.90879929        0.01713191
      -10.58500000        1.01456599        0.02054624        0.05694711        0.91964411        0.01742853
      -10.58000000        1.03109094        0.02067955        0.05876059        0.93377635        0.01787446
      -10.57500000        1.04186015        0.02066755        0.05969170        0.94340585        0.01809505
      -10.57000000        1.04683141        0.02060300        0.05958954        0.94854350        0.01809538
      -10.56500000        1.05128330        0.02063144        0.05913403        0.95346788        0.01804995
      -10.56000000        1.06528880        0.02079909        0.05978688        0.96641756        0.01828527
      -10.55500000        1.09197954        0.02122936        0.06162638        0.99027040        0.01885341
      -10.55000000        1.18487207        0.02376060        0.06746810        1.07281388        0.02082950
      -10.54500000        1.27789900        0.02590319        0.07329500        1.15591342        0.02278739
      -10.54000000        1.38239942        0.02823910        0.08027886        1.24882004        0.02506142
      -10.53500000        1.45923406        0.03022791        0.08536780        1.31688597        0.02675238
      -10.53000000        1.52666866        0.03218817        0.09002100        1.37614299        0.02831650
      -10.52500000        1.60973628        0.03450660        0.09527294        1.44988029        0.03007645
      -10.52000000        1.70451914        0.03711938        0.10060111        1.53493582        0.03186283
      -10.51500000        1.74696522        0.03891685        0.10266267        1.57291163        0.03247407
      -10.51000000        1.77444942        0.03973804        0.10557516        1.59589658        0.03323965
      -10.50500000        1.74053565        0.03772509        0.10493303        1.56510794        0.03276959
      -10.50000000        1.67981873        0.03519169        0.10080523        1.51241463        0.03140718
      -10.49500000        1.62801467        0.03328016        0.09754893        1.46692739        0.03025819
      -10.49000000        1.58059478        0.03146832        0.09463939        1.42527141        0.02921566
      -10.48500000        1.52610964        0.02954742        0.09123952        1.37729059        0.02803211
      -10.48000000        1.40803804        0.02674999        0.08345799        1.27239969        0.02543037
      -10.47500000        1.31594745        0.02447611        0.07659598        1.19153919        0.02333616
      -10.47000000        1.25262171        0.02264933        0.07187776        1.13612778        0.02196685
      -10.46500000        1.18497909        0.02076878        0.06683077        1.07683394        0.02054560
      -10.46000000        1.13332783        0.01934900        0.06276393        1.03177061        0.01944429
      -10.45500000        1.08690936        0.01808173        0.05924716        0.99109921        0.01848126
      -10.45000000        1.05260418        0.01706428        0.05684801        0.96090099        0.01779090
      -10.44500000        1.01811129        0.01609725        0.05444022        0.93042797        0.01714586
      -10.44000000        0.96137167        0.01477838        0.05077707        0.87961124        0.01620497
      -10.43500000        0.89853643        0.01340230        0.04702411        0.82288082        0.01522919
      -10.43000000        0.82917202        0.01198123        0.04312149        0.75988148        0.01418782
      -10.42500000        0.74991458        0.01050374        0.03889091        0.68751100        0.01300892
      -10.42000000        0.67549840        0.00916863        0.03491965        0.61950285        0.01190728
      -10.41500000        0.61303991        0.00810359        0.03144470        0.56251444        0.01097719
      -10.41000000        0.56114627        0.00732149        0.02842521        0.51519916        0.01020041
      -10.40500000        0.53140208        0.00688265        0.02649032        0.48827494        0.00975417
      -10.40000000        0.51597891        0.00667727        0.02527116        0.47449964        0.00953084
      -10.39500000        0.50950073        0.00668327        0.02454362        0.46880051        0.00947333
      -10.39000000        0.50927220        0.00687994        0.02418317        0.46866756        0.00954154
      -10.38500000        0.51161777        0.00711923        0.02400660        0.47083024        0.00966169
      -10.38000000        0.51585173        0.00738536        0.02399244        0.47464979        0.00982414
      -10.37500000        0.52178766        0.00767667        0.02414378        0.47993640        0.01003081
      -10.37000000        0.52999869        0.00801014        0.02449164        0.48719833        0.01029857
      -10.36500000        0.53974222        0.00838408        0.02496425        0.49579121        0.01060267
      -10.36000000        0.55060177        0.00878585        0.02553166        0.50535430        0.01092997
      -10.35500000        0.56237131        0.00920605        0.02608284        0.51581572        0.01126670
      -10.35000000        0.57907053        0.00968255        0.02683181        0.53087025        0.01168593
      -10.34500000        0.60283743        0.01018819        0.02815219        0.55223633        0.01226073
      -10.34000000        0.62983930        0.01062571        0.02975652        0.57656325        0.01289382
      -10.33500000        0.67512316        0.01122661        0.03256720        0.61736741        0.01396193
      -10.33000000        0.74384726        0.01192581        0.03684430        0.67952465        0.01555250
      -10.32500000        0.80999877        0.01256250        0.04088057        0.73953435        0.01702134
      -10.32000000        0.83859384        0.01311485        0.04264940        0.76516437        0.01766522
      -10.31500000        0.85782620        0.01372033        0.04380755        0.78217169        0.01812663
      -10.31000000        0.89477485        0.01451735        0.04597356        0.81531507        0.01896886
      -10.30500000        0.95136276        0.01557494        0.04917476        0.86641120        0.02020187
      -10.30000000        1.01160367        0.01680026        0.05252951        0.92076038        0.02151352
      -10.29500000        1.07081126        0.01816410        0.05581367        0.97400926        0.02282423
      -10.29000000        1.12864980        0.01964327        0.05903457        1.02583783        0.02413413
      -10.28500000        1.19026136        0.02128617        0.06242974        1.08101359        0.02553186
      -10.28000000        1.27365576        0.02335527        0.06679612        1.15618599        0.02731839
      -10.27500000        1.35841496        0.02555404        0.07096744        1.23281267        0.02908081
      -10.27000000        1.44073885        0.02782062        0.07479993        1.30735216        0.03076614
      -10.26500000        1.49537253        0.02973300        0.07666605        1.35718075        0.03179272
      -10.26000000        1.53646809        0.03149683        0.07765294        1.39477534        0.03254298
      -10.25500000        1.62058919        0.03388725        0.08101057        1.47152045        0.03417092
      -10.25000000        1.83070447        0.03885708        0.08943790        1.66458122        0.03782826
      -10.24500000        1.90707810        0.04504563        0.09093195        1.73173170        0.03936883
      -10.24000000        1.91210469        0.04897158        0.08963814        1.73381384        0.03968113
      -10.23500000        1.82313934        0.04638745        0.08567493        1.65274327        0.03833368
      -10.23000000        1.81884292        0.04616090        0.08550533        1.64857855        0.03859814
      -10.22500000        1.81434827        0.04643043        0.08518030        1.64379889        0.03893865
      -10.22000000        1.84765178        0.04738722        0.08638347        1.67384514        0.04003596
      -10.21500000        1.89458188        0.04853304        0.08820640        1.71637339        0.04146905
      -10.21000000        1.94580279        0.04972881        0.09049334        1.76246210        0.04311855
      -10.20500000        2.07388953        0.05115445        0.09538006        1.88073076        0.04662425
      -10.20000000        2.16456133        0.05297694        0.09981881        1.96249362        0.04927196
      -10.19500000        2.17801254        0.05504447        0.10297788        1.96978342        0.05020677
      -10.19000000        2.08201658        0.05624860        0.10220481        1.87515354        0.04840964
      -10.18500000        2.06668274        0.05675117        0.10237888        1.85931624        0.04823645
      -10.18000000        1.83734114        0.05111974        0.09391468        1.64803537        0.04427134
      -10.17500000        1.51170717        0.04274615        0.08045193        1.35056946        0.03793962
      -10.17000000        1.23379222        0.03481073        0.06726120        1.10010261        0.03161769
      -10.16500000        1.00581811        0.02758630        0.05560044        0.89687381        0.02575757
      -10.16000000        0.88222866        0.02320910        0.04938758        0.78698046        0.02265152
      -10.15500000        0.79787532        0.01978945        0.04509817        0.71241886        0.02056884
      -10.15000000        0.72573702        0.01696002        0.04143680        0.64854594        0.01879426
      -10.14500000        0.66584620        0.01480747        0.03848487        0.59518830        0.01736556
      -10.14000000        0.61344615        0.01313607        0.03593945        0.54823707        0.01613356
      -10.13500000        0.56496999        0.01174088        0.03360977        0.50460571        0.01501363
      -10.13000000        0.52106990        0.01053463        0.03150889        0.46501385        0.01401254
      -10.12500000        0.47870971        0.00933997        0.02933823        0.42701802        0.01301350
      -10.12000000        0.43352876        0.00812109        0.02689196        0.38660126        0.01191445
      -10.11500000        0.38674759        0.00693383        0.02424068        0.34482993        0.01074315
      -10.11000000        0.34598465        0.00601404        0.02193129        0.30832216        0.00971715
      -10.10500000        0.31672930        0.00543746        0.02046018        0.28180330        0.00902835
      -10.10000000        0.29532383        0.00509104        0.01964505        0.26197757        0.00861018
      -10.09500000        0.28926825        0.00506965        0.01955658        0.25600493        0.00863708
      -10.09000000        0.26848330        0.00426546        0.01792698        0.23833755        0.00795331
      -10.08500000        0.22340265        0.00309537        0.01488922        0.19889515        0.00652291
      -10.08000000        0.15730269        0.00188855        0.01074532        0.14011984        0.00454899
      -10.07500000        0.10642276        0.00115842        0.00737072        0.09483492        0.00305870
      -10.07000000        0.07196799        0.00073372        0.00505914        0.06410275        0.00207238
      -10.06500000        0.04033233        0.00038364        0.00285652        0.03592590        0.00116627
      -10.06000000        0.01671143        0.00014804        0.00119218        0.01488538        0.00048583
      -10.05500000        0.00335496        0.00002751        0.00024108        0.00298831        0.00009806
      -10.05000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -10.04500000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -10.04000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -10.03500000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -10.03000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -10.02500000        0.09250719        0.00144575        0.00058436        0.09027868        0.00019840
      -10.02000000        0.40805736        0.00615170        0.00254499        0.39846598        0.00089470
      -10.01500000        0.73564098        0.01083166        0.00444835        0.71871453        0.00164645
      -10.01000000        0.99484128        0.01469148        0.00601044        0.97187772        0.00226164
      -10.00500000        1.21229680        0.01819586        0.00738983        1.18391391        0.00279720
      -10.00000000        1.41734114        0.02148960        0.00874387        1.38379090        0.00331677
       -9.99500000        1.61098457        0.02465193        0.01000555        1.57251301        0.00381408
       -9.99000000        1.78872598        0.02762218        0.01115754        1.74567117        0.00427509
       -9.98500000        1.95534697        0.03045840        0.01224936        1.90793157        0.00470764
       -9.98000000        2.12173266        0.03328099        0.01337225        2.06995110        0.00512832
       -9.97500000        2.32194487        0.03646954        0.01473930        2.26510693        0.00562910
       -9.97000000        2.52266422        0.03952274        0.01609911        2.46090957        0.00613280
       -9.96500000        2.75776688        0.04345161        0.01763655        2.68995451        0.00672422
       -9.96000000        3.03144660        0.04816025        0.01955399        2.95629680        0.00743557
       -9.95500000        4.08322275        0.06312324        0.02441791        3.98617560        0.00950601
       -9.95000000        3.82900205        0.06176077        0.02546447        3.73211793        0.00965887
       -9.94500000        4.12734648        0.06798496        0.02802756        4.02056887        0.01076509
       -9.94000000        3.97006945        0.06365485        0.02763241        3.86846681        0.01031538
       -9.93500000        3.96297176        0.06321395        0.02801992        3.86137648        0.01036140
       -9.93000000        3.92255358        0.06235558        0.02822217        3.82165261        0.01032323
       -9.92500000        3.92306612        0.06228848        0.02878612        3.82156300        0.01042852
       -9.92000000        3.94209700        0.06247573        0.02940953        3.83964120        0.01057053
       -9.91500000        3.94510028        0.06239632        0.02981342        3.84225253        0.01063801
       -9.91000000        3.96445537        0.06256176        0.03031662        3.86083833        0.01073866
       -9.90500000        4.01387984        0.06313827        0.03104072        3.90879079        0.01091006
       -9.90000000        4.10411621        0.06410883        0.03215535        3.99667391        0.01117812
       -9.89500000        4.18837143        0.06492359        0.03332489        4.07866788        0.01145506
       -9.89000000        4.26281269        0.06551420        0.03440428        4.15118013        0.01171409
       -9.88500000        4.42648897        0.06796210        0.03599719        4.31031404        0.01221564
       -9.88000000        4.61856392        0.07025905        0.03795349        4.49755088        0.01280050
       -9.87500000        4.72488924        0.06877446        0.03997283        4.60304585        0.01309611
       -9.87000000        4.85775146        0.06518359        0.04316094        4.73593594        0.01347100
       -9.86500000        5.07498262        0.06338462        0.04700945        4.95042845        0.01416010
       -9.86000000        5.18849733        0.06131364        0.04942130        5.06322115        0.01454125
       -9.85500000        5.19178266        0.05907626        0.05049824        5.06757550        0.01463266
       -9.85000000        4.94114230        0.05535473        0.04922853        4.82244336        0.01411568
       -9.84500000        4.50547468        0.05059119        0.04571092        4.39621669        0.01295587
       -9.84000000        4.27212902        0.04721636        0.04443013        4.16811597        0.01236656
       -9.83500000        4.01366643        0.04375075        0.04273609        3.91557440        0.01160519
       -9.83000000        4.23688721        0.04494155        0.04768911        4.13149718        0.01275936
       -9.82500000        4.84228778        0.05145079        0.05607932        4.71962714        0.01513053
       -9.82000000        5.36240812        0.05843828        0.06351805        5.22310088        0.01735091
       -9.81500000        5.25548193        0.05753553        0.06370974        5.11687726        0.01735941
       -9.81000000        4.97748393        0.05429589        0.06118369        4.84556297        0.01644138
       -9.80500000        4.67756135        0.05117166        0.05743794        4.55380097        0.01515079
       -9.80000000        4.86935444        0.05245537        0.06032044        4.74075852        0.01582011
       -9.79500000        5.50817587        0.05605423        0.06857191        5.36576457        0.01778516
       -9.79000000        4.96886918        0.05350388        0.06039787        4.83895888        0.01600856
       -9.78500000        4.72005457        0.05209207        0.05646639        4.59615219        0.01534392
       -9.78000000        4.63101179        0.05143542        0.05496323        4.50931526        0.01529788
       -9.77500000        4.75919865        0.05218696        0.05575930        4.63529202        0.01596037
       -9.77000000        5.21597597        0.05372183        0.06065448        5.08420484        0.01739482
       -9.76500000        5.41915980        0.05323688        0.06362123        5.28430405        0.01799764
       -9.76000000        5.09508501        0.05015139        0.06015086        4.96766653        0.01711622
       -9.75500000        5.02643474        0.04826065        0.05931885        4.90217935        0.01667588
       -9.75000000        4.80680759        0.04526619        0.05685200        4.68892710        0.01576230
       -9.74500000        4.71541700        0.04406898        0.05664395        4.59918057        0.01552350
       -9.74000000        4.74510792        0.04364039        0.05754318        4.62829393        0.01563043
       -9.73500000        4.85008813        0.04380230        0.05922836        4.73113770        0.01591977
       -9.73000000        4.98126536        0.04426205        0.06106756        4.85971228        0.01622348
       -9.72500000        5.08907823        0.04465250        0.06259100        4.96540490        0.01642984
       -9.72000000        5.20066904        0.04515541        0.06403191        5.07482733        0.01665438
       -9.71500000        5.35726558        0.04600074        0.06585307        5.22840763        0.01700415
       -9.71000000        5.59274769        0.04746890        0.06844268        5.45925735        0.01757876
       -9.70500000        5.92732296        0.04952114        0.07230965        5.78707205        0.01842012
       -9.70000000        6.30812222        0.05203100        0.07679273        6.15984459        0.01945390
       -9.69500000        6.35804333        0.05192313        0.07770896        6.20894043        0.01947082
       -9.69000000        6.29917830        0.05106438        0.07747794        6.15142944        0.01920654
       -9.68500000        6.25670165        0.05083044        0.07732313        6.10942232        0.01912576
       -9.68000000        6.21319423        0.05085052        0.07715008        6.06605516        0.01913847
       -9.67500000        6.25281643        0.04974950        0.07818865        6.10582112        0.01905716
       -9.67000000        6.26443564        0.04867133        0.07916057        6.11764930        0.01895443
       -9.66500000        5.97417527        0.04590586        0.07614240        5.83384220        0.01828481
       -9.66000000        5.73188479        0.04311540        0.07378190        5.59736008        0.01762741
       -9.65500000        5.45698650        0.04018343        0.07070544        5.32918605        0.01691158
       -9.65000000        4.98558243        0.03580914        0.06448264        4.86967920        0.01561144
       -9.64500000        4.55852257        0.03208077        0.06060631        4.45118127        0.01465422
       -9.64000000        4.14677646        0.02910151        0.05678600        4.04706623        0.01382273
       -9.63500000        3.91371937        0.02693260        0.05513410        3.81820580        0.01344687
       -9.63000000        3.77141864        0.02532947        0.05519305        3.67744666        0.01344945
       -9.62500000        3.91063923        0.02620753        0.05868379        3.81128818        0.01445973
       -9.62000000        3.94921460        0.02626515        0.06019046        3.84787332        0.01488567
       -9.61500000        3.83125658        0.02565455        0.05936380        3.73147239        0.01476584
       -9.61000000        3.77239553        0.02545903        0.05829159        3.67410546        0.01453945
       -9.60500000        3.78660234        0.02578392        0.05778874        3.68857016        0.01445952
       -9.60000000        3.85831094        0.02667362        0.05881094        3.75800978        0.01481659
       -9.59500000        3.92746708        0.02772183        0.05976292        3.82480780        0.01517453
       -9.59000000        4.23616101        0.03063704        0.06295285        4.12662186        0.01594926
       -9.58500000        4.21818351        0.03124219        0.06345506        4.10738934        0.01609693
       -9.58000000        3.86897212        0.02914378        0.06059978        3.76364864        0.01557993
       -9.57500000        3.50026346        0.02726141        0.05695638        3.40113452        0.01491115
       -9.57000000        3.17891576        0.02553120        0.05362938        3.08552695        0.01422822
       -9.56500000        3.03224668        0.02486093        0.05209078        2.94144286        0.01385211
       -9.56000000        2.91457253        0.02433585        0.05059526        2.82621171        0.01342971
       -9.55500000        2.83955504        0.02407101        0.04937866        2.75306287        0.01304249
       -9.55000000        2.78820512        0.02400527        0.04829573        2.70321430        0.01268982
       -9.54500000        2.85078518        0.02510834        0.04854834        2.76444056        0.01268795
       -9.54000000        2.99182524        0.02697166        0.04985299        2.90203521        0.01296539
       -9.53500000        3.11103137        0.02854645        0.05088433        3.01844715        0.01315343
       -9.53000000        3.19689656        0.02975054        0.05145836        3.10247633        0.01321133
       -9.52500000        3.26092454        0.03068556        0.05180429        3.16522662        0.01320807
       -9.52000000        3.27355101        0.03118661        0.05182144        3.17736845        0.01317450
       -9.51500000        3.19422052        0.03100277        0.05105089        3.09918800        0.01297886
       -9.51000000        3.18223197        0.03127736        0.05161757        3.08623006        0.01310698
